store_id,sku,opening_stock,closing_stock,replenishment_qty,lead_time
S035,SKU0123,264,236,71,6
S035,SKU0124,246,221,128,7
S035,SKU0125,133,121,128,6
S035,SKU0126,260,228,44,6
S035,SKU0127,209,185,92,5
S035,SKU0128,219,182,29,7
S035,SKU0129,166,135,142,6
S035,SKU0130,104,81,75,7
S035,SKU0131,52,37,21,2
S035,SKU0132,147,110,52,5
S035,SKU0133,298,266,132,3
S035,SKU0134,66,44,134,7
S035,SKU0135,186,153,33,7
S035,SKU0136,157,132,83,5
S035,SKU0137,92,76,136,7
S035,SKU0138,208,198,105,4
S035,SKU0139,107,78,55,5
S035,SKU0140,151,123,73,1
S035,SKU0141,161,145,36,1
S035,SKU0142,196,173,86,1
S035,SKU0143,223,192,130,5
S035,SKU0144,215,201,89,1
S035,SKU0145,177,165,87,3
S035,SKU0146,295,277,76,6
S035,SKU0147,54,20,138,3
S035,SKU0148,279,253,27,4
S035,SKU0149,140,122,133,7
S035,SKU0150,190,165,118,5
S035,SKU0151,135,113,46,4
S035,SKU0152,182,159,86,5
S035,SKU0153,168,146,117,5
S035,SKU0154,263,225,79,1
S035,SKU0155,239,210,68,7
S035,SKU0156,259,240,124,3
S035,SKU0157,64,37,147,7
S035,SKU0158,75,62,133,6
S035,SKU0159,235,206,74,6
S035,SKU0160,299,279,105,6
S035,SKU0161,196,176,116,2
S035,SKU0162,145,134,100,7
S035,SKU0163,274,253,91,2
S035,SKU0164,219,197,56,3
S035,SKU0165,231,205,73,1
S035,SKU0166,204,192,114,5
S035,SKU0167,116,80,114,4
S035,SKU0168,156,133,83,2
S035,SKU0169,138,99,132,6
S035,SKU0170,56,44,34,2
S035,SKU0171,233,206,51,4
S035,SKU0172,252,231,148,4
S035,SKU0173,257,218,53,6
S035,SKU0174,95,74,65,1
S035,SKU0175,86,47,63,5
S035,SKU0176,262,239,147,4
S035,SKU0177,150,126,44,3
S035,SKU0178,104,86,68,6
S035,SKU0179,242,224,129,4
S035,SKU0180,133,109,81,1
S035,SKU0181,173,157,22,6
S035,SKU0182,263,252,75,6
S035,SKU0183,211,178,74,6
S035,SKU0184,127,110,49,6
S035,SKU0185,144,128,144,4
S035,SKU0186,276,252,50,3
S035,SKU0187,243,225,70,2
S035,SKU0188,85,75,39,6
S035,SKU0189,56,27,21,3
S035,SKU0190,136,111,41,5
S035,SKU0191,126,89,144,4
S035,SKU0192,103,82,62,2
S035,SKU0193,100,82,41,3
S035,SKU0194,192,158,67,1
S035,SKU0195,157,139,141,1
S035,SKU0196,183,170,108,5
S035,SKU0197,140,116,58,1
S035,SKU0198,85,60,31,3
S035,SKU0199,169,140,51,4
S035,SKU0200,190,154,28,4
S035,SKU0201,242,221,47,2
S035,SKU0202,127,115,79,1
S035,SKU0203,161,140,140,6
S035,SKU0204,99,63,31,5
S035,SKU0205,270,248,125,1
S035,SKU0206,137,101,23,5
S035,SKU0207,95,77,109,2
S035,SKU0208,276,239,80,7
S035,SKU0209,183,146,112,7
S035,SKU0210,85,48,76,4
S035,SKU0211,233,203,95,2
S035,SKU0212,278,251,40,7
S035,SKU0213,164,136,32,2
S035,SKU0214,134,120,140,4
S035,SKU0215,100,87,121,2
S035,SKU0216,182,160,30,2
S035,SKU0217,177,145,58,1
S035,SKU0218,231,218,111,4
S035,SKU0219,153,114,25,5
S035,SKU0220,70,49,120,2
S035,SKU0221,161,146,50,4
S035,SKU0222,199,169,121,5
S035,SKU0223,290,279,112,7
S035,SKU0224,108,92,121,4
S035,SKU0225,258,229,101,3
S035,SKU0226,88,62,113,5
S035,SKU0227,195,166,141,2
S035,SKU0228,163,147,21,2
S035,SKU0229,169,146,132,5
S035,SKU0230,120,104,122,7
S035,SKU0231,226,195,62,5
S035,SKU0232,133,112,113,7
S035,SKU0233,58,42,51,7
S035,SKU0234,193,156,57,1
S035,SKU0235,273,246,66,5
S035,SKU0236,165,126,44,7
S035,SKU0237,255,231,56,5
S035,SKU0238,163,132,48,5
S035,SKU0239,269,258,148,6
S035,SKU0240,138,125,115,4
S035,SKU0241,160,147,24,4
S035,SKU0242,109,78,35,4
S035,SKU0243,236,219,66,4
S035,SKU0244,261,243,67,7
S035,SKU0245,279,261,97,5
S035,SKU0246,226,206,66,6
S035,SKU0247,117,84,139,2
S035,SKU0248,202,163,60,2
S035,SKU0249,271,255,144,3
S035,SKU0250,74,49,131,7
S035,SKU0251,169,135,106,7
S035,SKU0252,96,61,52,7
S035,SKU0253,266,250,106,7
S035,SKU0254,192,167,117,6
S035,SKU0255,150,120,128,2
S035,SKU0256,119,86,73,1
S035,SKU0257,65,38,115,2
S035,SKU0258,191,152,73,4
S035,SKU0259,80,45,31,2
S035,SKU0260,146,112,42,3
S035,SKU0261,236,207,55,1
S035,SKU0262,75,54,29,6
S035,SKU0263,82,72,81,7
S035,SKU0264,118,93,133,6
S035,SKU0265,171,161,22,5
S035,SKU0266,161,136,72,1
S035,SKU0267,68,58,146,4
S035,SKU0268,235,209,36,1
S035,SKU0269,202,176,118,4
S035,SKU0270,84,55,34,7
S035,SKU0271,82,69,68,5
S035,SKU0272,213,192,51,6
S035,SKU0273,175,140,102,5
S035,SKU0274,112,98,125,2
S035,SKU0275,165,147,35,7
S035,SKU0276,198,173,43,6
S035,SKU0277,290,277,72,7
S035,SKU0278,153,130,62,1
S035,SKU0279,253,238,112,1
S035,SKU0280,100,79,126,2
S035,SKU0281,283,256,113,3
S035,SKU0282,292,254,93,1
S035,SKU0283,212,199,83,5
S035,SKU0284,97,78,79,7
S035,SKU0285,177,142,145,6
S035,SKU0286,206,169,90,7
S035,SKU0287,154,118,103,7
S035,SKU0288,218,187,131,5
S035,SKU0289,202,171,140,2
S035,SKU0290,115,86,64,5
S035,SKU0291,279,267,56,3
S035,SKU0292,143,112,54,5
S035,SKU0293,217,178,93,6
S035,SKU0294,274,235,48,3
S035,SKU0295,131,114,62,2
S035,SKU0296,236,211,38,3
S035,SKU0297,239,228,148,3
S035,SKU0298,275,258,141,2
S035,SKU0299,211,198,141,6
S035,SKU0300,105,87,75,7
S035,SKU0301,138,122,22,1
S035,SKU0302,142,118,41,3
S035,SKU0303,104,82,114,7
S035,SKU0304,109,73,102,4
S035,SKU0305,283,255,33,3
S035,SKU0306,105,71,111,7
S035,SKU0307,98,61,137,3
S035,SKU0308,119,87,123,5
S035,SKU0309,50,11,69,1
S035,SKU0310,259,242,138,7
S035,SKU0311,247,218,107,6
S035,SKU0312,294,274,38,5
S035,SKU0313,228,190,76,2
S035,SKU0314,139,108,43,7
S035,SKU0315,266,241,75,2
S035,SKU0316,198,169,28,2
S035,SKU0317,112,82,82,3
S035,SKU0318,288,268,102,5
S035,SKU0319,264,227,64,6
S035,SKU0320,121,88,36,6
S035,SKU0321,120,89,79,3
S035,SKU0322,183,169,140,3
S035,SKU0323,106,86,27,4
S035,SKU0324,79,43,71,5
S035,SKU0325,51,24,77,3
S035,SKU0326,182,166,35,2
S035,SKU0327,252,216,23,1
S035,SKU0328,101,79,54,2
S035,SKU0329,114,99,114,1
S035,SKU0330,95,69,96,6
S035,SKU0331,169,158,107,6
S035,SKU0332,209,176,66,3
S035,SKU0333,187,149,86,2
S035,SKU0334,298,272,135,2
S035,SKU0335,156,146,57,7
S035,SKU0336,64,34,57,3
S035,SKU0337,132,97,20,7
S035,SKU0338,129,112,105,6
S035,SKU0339,155,143,95,1
S035,SKU0340,160,124,122,4
S035,SKU0341,88,64,75,2
S035,SKU0342,161,136,71,5
S035,SKU0343,270,236,85,4
S035,SKU0344,224,209,81,2
S035,SKU0345,150,136,62,5
S035,SKU0346,298,288,100,3
S035,SKU0347,239,223,69,3
S035,SKU0348,253,239,37,2
S035,SKU0349,268,257,84,3
S035,SKU0350,108,74,95,1
S035,SKU0351,242,210,40,2
S035,SKU0352,142,106,97,1
S035,SKU0353,62,30,149,3
S035,SKU0354,271,240,88,6
S035,SKU0355,279,254,149,2
S035,SKU0356,205,190,64,2
S035,SKU0357,81,57,39,6
S035,SKU0358,143,132,41,7
S035,SKU0359,132,104,47,1
S035,SKU0360,197,172,74,2
S035,SKU0361,61,32,25,3
S035,SKU0362,160,127,137,3
S035,SKU0363,220,201,48,4
S035,SKU0364,124,89,59,2
S035,SKU0365,156,129,82,5
S035,SKU0366,117,93,142,2
S035,SKU0367,282,253,21,6
S035,SKU0368,277,251,44,5
S035,SKU0369,204,168,142,3
S035,SKU0370,52,16,75,6
S035,SKU0371,113,84,38,7
S035,SKU0372,175,164,125,1
S035,SKU0373,137,112,145,4
S035,SKU0374,120,105,147,4
S035,SKU0375,261,231,120,1
S035,SKU0376,192,181,119,3
S035,SKU0377,54,31,65,5
S035,SKU0378,79,43,146,3
S035,SKU0379,245,225,49,3
S035,SKU0380,298,285,102,2
S035,SKU0381,87,49,26,4
S035,SKU0382,256,225,73,5
S035,SKU0383,257,238,145,3
S035,SKU0384,230,206,122,4
S035,SKU0385,162,142,138,6
S035,SKU0386,299,271,21,7
S035,SKU0387,181,150,23,5
S035,SKU0388,132,103,108,2
S035,SKU0389,71,55,27,2
S035,SKU0390,265,249,60,6
S035,SKU0391,180,163,94,2
S035,SKU0392,146,109,107,1
S035,SKU0393,103,72,60,7
S035,SKU0394,82,51,118,5
S035,SKU0395,215,205,61,6
S035,SKU0396,105,84,101,3
S035,SKU0397,279,263,81,2
S035,SKU0398,135,109,47,7
S035,SKU0399,173,158,117,3
S035,SKU0400,142,111,141,4
S035,SKU0401,229,198,69,3
S035,SKU0402,161,140,76,4
S035,SKU0403,224,195,52,1
S035,SKU0404,245,215,95,7
S035,SKU0405,57,21,25,6
S035,SKU0406,86,55,44,2
S035,SKU0407,255,225,148,6
S035,SKU0408,169,158,27,5
S035,SKU0409,80,67,145,5
S035,SKU0410,282,258,123,7
S035,SKU0411,171,134,106,4
S035,SKU0412,112,77,75,3
S035,SKU0413,143,121,71,2
S035,SKU0414,164,133,47,3
S035,SKU0415,68,34,149,5
S035,SKU0416,254,241,62,3
S035,SKU0417,174,142,130,6
S035,SKU0418,149,126,97,2
S035,SKU0419,280,250,117,5
S035,SKU0420,232,208,44,4
S035,SKU0421,117,104,86,7
S035,SKU0422,254,229,38,4
S035,SKU0423,171,153,88,5
S035,SKU0424,61,35,57,1
S035,SKU0425,242,220,90,5
S035,SKU0426,240,222,39,1
S035,SKU0427,215,194,57,6
S035,SKU0428,140,103,142,5
S035,SKU0429,134,96,66,2
S035,SKU0430,65,30,66,5
S035,SKU0431,210,192,147,1
S035,SKU0432,55,27,91,3
S035,SKU0433,150,114,99,4
S035,SKU0434,231,221,124,2
S035,SKU0435,257,236,75,2
S035,SKU0436,240,224,79,5
S035,SKU0437,93,73,29,5
S035,SKU0438,205,188,69,7
S035,SKU0439,194,170,20,6
S035,SKU0440,63,30,52,2
S035,SKU0441,174,160,32,7
S035,SKU0442,78,43,149,3
S035,SKU0443,96,74,142,3
S035,SKU0444,207,181,62,5
S035,SKU0445,299,264,141,2
S035,SKU0446,220,206,149,7
S035,SKU0447,103,79,24,1
S035,SKU0448,136,116,63,2
S035,SKU0449,267,233,71,1
S035,SKU0450,291,257,65,4
S035,SKU0451,248,226,83,2
S035,SKU0452,130,103,60,2
S035,SKU0453,220,209,96,1
S035,SKU0454,100,68,147,1
S035,SKU0455,279,242,115,1
S035,SKU0456,68,41,58,6
S035,SKU0457,272,254,139,6
S035,SKU0458,131,117,102,1
S035,SKU0459,52,17,46,7
S035,SKU0460,88,56,35,6
S035,SKU0461,81,51,31,2
S035,SKU0462,132,111,69,7
S035,SKU0463,280,269,24,4
S035,SKU0464,297,275,98,3
S035,SKU0465,223,192,77,4
S035,SKU0466,173,155,26,3
S035,SKU0467,277,263,79,1
S035,SKU0468,226,202,97,3
S035,SKU0469,87,61,64,1
S035,SKU0470,167,132,34,1
S035,SKU0471,198,172,68,7
S035,SKU0472,79,67,146,3
S035,SKU0473,239,200,140,6
S035,SKU0474,269,253,118,4
S035,SKU0475,232,213,98,6
S035,SKU0476,53,23,114,1
S035,SKU0477,220,204,119,7
S035,SKU0478,277,265,84,5
S035,SKU0479,136,125,141,4
S035,SKU0480,158,131,130,3
S035,SKU0481,133,121,102,6
S035,SKU0482,147,137,81,7
S035,SKU0483,226,196,36,2
S035,SKU0484,221,207,25,4
S035,SKU0485,175,154,109,3
S035,SKU0486,214,189,43,2
S035,SKU0487,240,204,121,3
S035,SKU0488,59,37,123,7
S035,SKU0489,274,264,54,2
S035,SKU0490,229,212,133,4
S035,SKU0491,121,109,98,6
S035,SKU0492,165,151,71,1
S035,SKU0493,140,102,63,1
S035,SKU0494,119,94,51,6
S035,SKU0495,179,162,65,3
S035,SKU0496,105,92,121,5
S035,SKU0497,82,46,87,6
S035,SKU0498,216,197,28,1
S035,SKU0499,204,183,109,3
S035,SKU0500,251,233,82,3
S036,SKU0001,247,233,69,7
S036,SKU0002,68,52,90,5
S036,SKU0003,155,137,51,4
S036,SKU0004,299,289,92,1
S036,SKU0005,137,105,76,4
S036,SKU0006,244,232,148,4
S036,SKU0007,145,108,127,6
S036,SKU0008,228,205,133,2
S036,SKU0009,240,205,98,6
S036,SKU0010,272,236,116,5
S036,SKU0011,275,240,73,3
S036,SKU0012,196,157,20,1
S036,SKU0013,205,166,131,6
S036,SKU0014,229,211,142,1
S036,SKU0015,55,29,124,3
S036,SKU0016,271,246,120,3
S036,SKU0017,248,228,93,7
S036,SKU0018,106,91,149,7
S036,SKU0019,57,19,120,6
S036,SKU0020,206,181,21,6
S036,SKU0021,221,186,144,6
S036,SKU0022,156,132,144,7
S036,SKU0023,174,159,22,3
S036,SKU0024,256,226,124,4
S036,SKU0025,60,26,63,3
S036,SKU0026,200,161,121,6
S036,SKU0027,264,229,112,7
S036,SKU0028,240,217,30,3
S036,SKU0029,294,284,31,2
S036,SKU0030,255,227,73,4
S036,SKU0031,273,240,100,2
S036,SKU0032,291,280,26,5
S036,SKU0033,249,229,131,6
S036,SKU0034,121,103,78,2
S036,SKU0035,129,115,125,4
S036,SKU0036,160,139,76,7
S036,SKU0037,217,184,20,4
S036,SKU0038,148,127,31,5
S036,SKU0039,76,49,101,7
S036,SKU0040,93,72,91,6
S036,SKU0041,261,239,119,7
S036,SKU0042,130,97,29,2
S036,SKU0043,79,58,57,2
S036,SKU0044,199,164,46,2
S036,SKU0045,180,154,74,1
S036,SKU0046,190,171,119,6
S036,SKU0047,143,120,112,4
S036,SKU0048,126,89,104,4
S036,SKU0049,173,146,86,2
S036,SKU0050,122,111,119,5
S036,SKU0051,182,158,108,5
S036,SKU0052,130,117,142,3
S036,SKU0053,101,86,99,2
S036,SKU0054,274,263,47,2
S036,SKU0055,116,106,137,2
S036,SKU0056,128,115,36,7
S036,SKU0057,223,198,41,1
S036,SKU0058,65,43,89,1
S036,SKU0059,76,66,61,4
S036,SKU0060,109,93,23,2
S036,SKU0061,242,211,137,5
S036,SKU0062,80,65,135,5
S036,SKU0063,142,104,142,3
S036,SKU0064,52,28,123,2
S036,SKU0065,299,281,59,7
S036,SKU0066,203,166,116,6
S036,SKU0067,146,129,102,5
S036,SKU0068,257,230,85,1
S036,SKU0069,60,32,34,1
S036,SKU0070,165,148,81,6
S036,SKU0071,174,151,74,5
S036,SKU0072,263,242,34,6
S036,SKU0073,239,224,66,1
S036,SKU0074,118,80,97,3
S036,SKU0075,203,175,63,3
S036,SKU0076,281,265,120,3
S036,SKU0077,115,89,59,1
S036,SKU0078,53,30,64,2
S036,SKU0079,255,227,49,7
S036,SKU0080,172,139,71,4
S036,SKU0081,106,69,111,5
S036,SKU0082,94,68,43,4
S036,SKU0083,198,168,129,5
S036,SKU0084,201,177,149,3
S036,SKU0085,225,204,33,1
S036,SKU0086,228,196,63,3
S036,SKU0087,85,69,37,3
S036,SKU0088,133,106,117,5
S036,SKU0089,54,31,43,6
S036,SKU0090,249,213,46,3
S036,SKU0091,86,49,62,7
S036,SKU0092,160,131,141,1
S036,SKU0093,148,126,93,5
S036,SKU0094,94,60,132,2
S036,SKU0095,82,46,93,1
S036,SKU0096,233,216,136,2
S036,SKU0097,298,274,74,6
S036,SKU0098,89,55,52,3
S036,SKU0099,215,197,104,3
S036,SKU0100,227,199,25,4
S036,SKU0101,181,156,79,7
S036,SKU0102,168,138,54,5
S036,SKU0103,196,172,92,5
S036,SKU0104,68,40,47,7
S036,SKU0105,190,177,144,4
S036,SKU0106,295,281,141,1
S036,SKU0107,91,76,135,2
S036,SKU0108,263,230,27,7
S036,SKU0109,182,166,22,5
S036,SKU0110,182,145,145,5
S036,SKU0111,250,222,132,2
S036,SKU0112,211,172,110,2
S036,SKU0113,119,91,85,5
S036,SKU0114,59,37,70,3
S036,SKU0115,253,243,61,3
S036,SKU0116,202,165,35,1
S036,SKU0117,246,217,98,7
S036,SKU0118,86,48,126,4
S036,SKU0119,218,191,38,4
S036,SKU0120,206,179,87,4
S036,SKU0121,94,84,64,1
S036,SKU0122,101,83,63,6
S036,SKU0123,139,111,31,7
S036,SKU0124,205,169,68,2
S036,SKU0125,183,147,53,5
S036,SKU0126,184,172,75,2
S036,SKU0127,162,126,101,5
S036,SKU0128,229,201,117,5
S036,SKU0129,184,145,60,3
S036,SKU0130,286,274,143,4
S036,SKU0131,104,85,69,7
S036,SKU0132,68,57,32,1
S036,SKU0133,63,32,84,2
S036,SKU0134,209,178,104,5
S036,SKU0135,122,108,50,1
S036,SKU0136,252,229,48,2
S036,SKU0137,202,181,99,2
S036,SKU0138,202,165,129,7
S036,SKU0139,172,143,29,5
S036,SKU0140,171,141,128,5
S036,SKU0141,114,100,98,2
S036,SKU0142,125,101,80,4
S036,SKU0143,181,149,143,4
S036,SKU0144,103,91,53,4
S036,SKU0145,124,93,136,5
S036,SKU0146,163,136,56,7
S036,SKU0147,297,266,70,5
S036,SKU0148,283,268,87,5
S036,SKU0149,239,203,73,5
S036,SKU0150,173,160,119,2
S036,SKU0151,193,173,96,7
S036,SKU0152,109,98,25,1
S036,SKU0153,201,180,139,4
S036,SKU0154,93,60,116,1
S036,SKU0155,227,188,44,2
S036,SKU0156,284,245,79,6
S036,SKU0157,124,101,33,7
S036,SKU0158,117,96,115,5
S036,SKU0159,162,142,50,5
S036,SKU0160,260,223,115,1
S036,SKU0161,268,237,136,3
S036,SKU0162,82,54,110,3
S036,SKU0163,70,38,37,4
S036,SKU0164,297,280,39,7
S036,SKU0165,178,166,139,7
S036,SKU0166,266,250,141,6
S036,SKU0167,255,239,69,4
S036,SKU0168,141,110,135,5
S036,SKU0169,80,61,113,1
S036,SKU0170,63,43,92,1
S036,SKU0171,217,188,32,3
S036,SKU0172,170,147,67,3
S036,SKU0173,236,211,92,7
S036,SKU0174,249,221,134,7
S036,SKU0175,288,263,37,6
S036,SKU0176,198,177,120,4
S036,SKU0177,59,28,119,6
S036,SKU0178,131,113,57,1
S036,SKU0179,254,225,102,2
S036,SKU0180,298,273,20,6
S036,SKU0181,139,126,26,4
S036,SKU0182,297,264,43,2
S036,SKU0183,72,38,65,2
S036,SKU0184,194,180,52,3
S036,SKU0185,192,154,36,2
S036,SKU0186,190,165,136,3
S036,SKU0187,50,12,24,7
S036,SKU0188,175,144,142,5
S036,SKU0189,297,271,64,7
S036,SKU0190,108,95,110,6
S036,SKU0191,281,243,115,2
S036,SKU0192,56,22,101,2
S036,SKU0193,70,59,133,2
S036,SKU0194,79,59,139,4
S036,SKU0195,296,258,134,1
S036,SKU0196,255,244,106,3
S036,SKU0197,259,246,108,1
S036,SKU0198,235,202,82,6
S036,SKU0199,76,58,47,5
S036,SKU0200,59,42,38,6
S036,SKU0201,152,116,85,6
S036,SKU0202,117,102,25,7
S036,SKU0203,203,183,91,7
S036,SKU0204,102,63,39,1
S036,SKU0205,163,138,40,6
S036,SKU0206,180,148,106,7
S036,SKU0207,62,40,146,1
S036,SKU0208,172,152,123,2
S036,SKU0209,79,69,20,6
S036,SKU0210,174,161,37,6
S036,SKU0211,139,124,82,3
S036,SKU0212,131,95,35,6
S036,SKU0213,51,14,72,1
S036,SKU0214,83,50,37,5
S036,SKU0215,184,145,98,1
S036,SKU0216,274,247,53,7
S036,SKU0217,142,114,25,1
S036,SKU0218,129,118,66,5
S036,SKU0219,99,76,145,3
S036,SKU0220,227,203,34,3
S036,SKU0221,125,88,99,2
S036,SKU0222,137,104,53,1
S036,SKU0223,190,155,39,2
S036,SKU0224,288,264,63,1
S036,SKU0225,50,16,33,2
S036,SKU0226,290,258,96,3
S036,SKU0227,297,281,36,7
S036,SKU0228,200,190,36,5
S036,SKU0229,297,264,92,3
S036,SKU0230,252,236,80,7
S036,SKU0231,174,158,98,2
S036,SKU0232,57,24,80,7
S036,SKU0233,290,274,121,5
S036,SKU0234,222,197,60,4
S036,SKU0235,244,233,136,2
S036,SKU0236,169,159,80,3
S036,SKU0237,127,105,75,6
S036,SKU0238,138,107,44,1
S036,SKU0239,144,120,78,7
S036,SKU0240,95,71,130,6
S036,SKU0241,60,34,68,6
S036,SKU0242,238,202,36,4
S036,SKU0243,226,212,122,5
S036,SKU0244,79,68,137,6
S036,SKU0245,243,209,76,3
S036,SKU0246,292,263,111,3
S036,SKU0247,162,139,121,6
S036,SKU0248,191,160,98,2
S036,SKU0249,148,136,21,2
S036,SKU0250,126,115,66,1
S036,SKU0251,277,246,91,5
S036,SKU0252,235,220,103,7
S036,SKU0253,156,141,122,7
S036,SKU0254,83,60,57,7
S036,SKU0255,154,127,141,4
S036,SKU0256,54,42,62,6
S036,SKU0257,176,150,123,6
S036,SKU0258,59,24,143,2
S036,SKU0259,202,163,148,7
S036,SKU0260,53,37,66,6
S036,SKU0261,192,177,49,4
S036,SKU0262,201,176,48,5
S036,SKU0263,264,227,38,1
S036,SKU0264,279,240,79,5
S036,SKU0265,242,232,105,2
S036,SKU0266,230,210,64,2
S036,SKU0267,93,77,121,3
S036,SKU0268,126,106,128,5
S036,SKU0269,76,59,138,1
S036,SKU0270,175,138,67,4
S036,SKU0271,225,211,113,3
S036,SKU0272,257,233,147,6
S036,SKU0273,75,53,108,1
S036,SKU0274,141,130,38,2
S036,SKU0275,83,65,141,1
S036,SKU0276,227,189,109,7
S036,SKU0277,197,165,21,3
S036,SKU0278,264,239,50,3
S036,SKU0279,132,116,63,2
S036,SKU0280,136,99,145,5
S036,SKU0281,87,58,77,2
S036,SKU0282,107,87,130,2
S036,SKU0283,221,184,93,1
S036,SKU0284,72,40,90,6
S036,SKU0285,295,268,64,6
S036,SKU0286,219,181,147,2
S036,SKU0287,221,190,33,5
S036,SKU0288,85,67,35,4
S036,SKU0289,186,155,131,6
S036,SKU0290,173,159,70,3
S036,SKU0291,262,242,36,2
S036,SKU0292,284,254,139,2
S036,SKU0293,258,219,29,4
S036,SKU0294,59,29,135,7
S036,SKU0295,249,237,32,3
S036,SKU0296,61,28,48,1
S036,SKU0297,297,271,61,5
S036,SKU0298,89,77,133,1
S036,SKU0299,146,117,80,1
S036,SKU0300,99,76,32,2
S036,SKU0301,287,277,117,3
S036,SKU0302,81,61,68,5
S036,SKU0303,292,270,43,1
S036,SKU0304,174,138,134,2
S036,SKU0305,214,178,81,6
S036,SKU0306,237,204,32,4
S036,SKU0307,294,281,121,3
S036,SKU0308,160,128,36,1
S036,SKU0309,260,232,124,2
S036,SKU0310,299,275,68,6
S036,SKU0311,252,226,96,2
S036,SKU0312,175,159,110,6
S036,SKU0313,228,215,40,2
S036,SKU0314,198,188,135,7
S036,SKU0315,171,153,64,7
S036,SKU0316,241,215,35,7
S036,SKU0317,62,51,102,6
S036,SKU0318,186,168,117,1
S036,SKU0319,192,162,144,3
S036,SKU0320,247,220,65,2
S036,SKU0321,83,53,93,6
S036,SKU0322,110,85,108,2
S036,SKU0323,246,213,59,5
S036,SKU0324,112,96,93,2
S036,SKU0325,291,272,29,2
S036,SKU0326,127,97,69,6
S036,SKU0327,153,139,69,4
S036,SKU0328,56,34,56,3
S036,SKU0329,179,148,51,6
S036,SKU0330,188,176,88,1
S036,SKU0331,223,190,106,4
S036,SKU0332,178,141,109,2
S036,SKU0333,296,263,44,2
S036,SKU0334,100,76,140,5
S036,SKU0335,204,192,128,5
S036,SKU0336,78,42,87,2
S036,SKU0337,163,150,91,5
S036,SKU0338,56,37,77,2
S036,SKU0339,140,128,89,1
S036,SKU0340,201,162,22,5
S036,SKU0341,59,25,110,5
S036,SKU0342,236,218,133,5
S036,SKU0343,137,115,69,5
S036,SKU0344,205,178,70,2
S036,SKU0345,52,41,54,1
S036,SKU0346,158,134,30,4
S036,SKU0347,248,213,139,1
S036,SKU0348,297,263,66,7
S036,SKU0349,167,142,24,1
S036,SKU0350,193,182,93,2
S036,SKU0351,270,232,22,3
S036,SKU0352,187,152,23,6
S036,SKU0353,241,212,25,5
S036,SKU0354,290,256,114,6
S036,SKU0355,63,41,112,3
S036,SKU0356,273,234,143,7
S036,SKU0357,244,227,27,4
S036,SKU0358,127,114,66,1
S036,SKU0359,290,276,50,7
S036,SKU0360,281,256,145,3
S036,SKU0361,297,280,44,4
S036,SKU0362,202,164,105,5
S036,SKU0363,234,217,110,2
S036,SKU0364,208,175,93,7
S036,SKU0365,54,26,75,2
S036,SKU0366,148,124,31,3
S036,SKU0367,273,239,121,3
S036,SKU0368,119,108,107,1
S036,SKU0369,205,192,42,7
S036,SKU0370,101,65,32,7
S036,SKU0371,53,41,111,3
S036,SKU0372,113,88,27,2
S036,SKU0373,236,200,43,3
S036,SKU0374,136,111,27,6
S036,SKU0375,96,76,70,5
S036,SKU0376,167,139,24,7
S036,SKU0377,249,210,126,7
S036,SKU0378,74,59,109,1
S036,SKU0379,107,95,22,7
S036,SKU0380,263,231,46,1
S036,SKU0381,263,234,137,2
S036,SKU0382,244,232,49,2
S036,SKU0383,63,28,29,5
S036,SKU0384,184,163,38,7
S036,SKU0385,122,90,89,5
S036,SKU0386,200,163,108,7
S036,SKU0387,148,128,149,6
S036,SKU0388,259,244,33,1
S036,SKU0389,150,118,86,3
S036,SKU0390,94,55,76,7
S036,SKU0391,225,200,100,1
S036,SKU0392,211,185,91,7
S036,SKU0393,207,176,87,7
S036,SKU0394,231,204,96,1
S036,SKU0395,127,103,23,4
S036,SKU0396,114,85,29,5
S036,SKU0397,86,74,120,1
S036,SKU0398,82,64,102,6
S036,SKU0399,238,208,114,6
S036,SKU0400,295,257,101,1
S036,SKU0401,76,44,47,1
S036,SKU0402,116,82,136,2
S036,SKU0403,223,206,88,7
S036,SKU0404,80,59,115,4
S036,SKU0405,266,235,41,1
S036,SKU0406,164,134,107,2
S036,SKU0407,144,132,84,5
S036,SKU0408,244,206,42,1
S036,SKU0409,272,249,64,3
S036,SKU0410,105,85,20,4
S036,SKU0411,234,207,148,3
S036,SKU0412,130,112,122,2
S036,SKU0413,235,215,104,1
S036,SKU0414,116,104,28,1
S036,SKU0415,52,15,60,1
S036,SKU0416,207,187,37,2
S036,SKU0417,206,168,29,4
S036,SKU0418,148,110,135,3
S036,SKU0419,295,271,104,7
S036,SKU0420,128,95,26,2
S036,SKU0421,230,199,59,5
S036,SKU0422,95,62,35,2
S036,SKU0423,186,164,111,6
S036,SKU0424,184,170,74,6
S036,SKU0425,194,179,138,1
S036,SKU0426,164,148,59,4
S036,SKU0427,128,107,63,7
S036,SKU0428,137,121,80,2
S036,SKU0429,250,221,134,6
S036,SKU0430,146,109,118,7
S036,SKU0431,277,254,105,7
S036,SKU0432,293,274,122,7
S036,SKU0433,121,110,113,4
S036,SKU0434,295,261,117,7
S036,SKU0435,251,215,117,4
S036,SKU0436,78,43,87,1
S036,SKU0437,85,48,70,5
S036,SKU0438,279,268,53,5
S036,SKU0439,278,251,25,1
S036,SKU0440,236,219,86,2
S036,SKU0441,287,262,67,1
S036,SKU0442,58,29,81,5
S036,SKU0443,161,146,144,6
